Date,estimated river discharge
1-Mar-22,719.8703683
4-Mar-22,701.6602273
6-Mar-22,661.0478051
7-Mar-22,680.4136082
9-Mar-22,688.3738184
10-Mar-22,640.85453
11-Mar-22,678.8072154
14-Mar-22,628.9113595
16-Mar-22,754.4007678
19-Mar-22,689.4971448
21-Mar-22,422.7740651
22-Mar-22,324.7367108
23-Mar-22,279.3588448
24-Mar-22,434.4461089
26-Mar-22,402.0086804
29-Mar-22,324.7367108
30-Mar-22,282.7166036
31-Mar-22,487.4892942
3-Apr-22,706.4694998
5-Apr-22,696.6563366
8-Apr-22,799.0973988
10-Apr-22,721.4733993
13-Apr-22,742.1202689
15-Apr-22,693.1901992
18-Apr-22,679.3411286
20-Apr-22,524.7857408
23-Apr-22,730.6218598
24-Apr-22,673.3373601
25-Apr-22,406.1148298
27-Apr-22,496.6671144
28-Apr-22,576.1286009
30-Apr-22,345.0743791
1-May-22,364.1599986
3-May-22,470.5419143
5-May-22,276.8549252
8-May-22,269.4170255
9-May-22,310.373664
10-May-22,414.3974326
13-May-22,416.4827618
15-May-22,342.2607115
17-May-22,375.886563
18-May-22,527.1687804
20-May-22,718.594642
23-May-22,718.9130151
25-May-22,539.1763599
26-May-22,392.8552495
28-May-22,682.3053518
30-May-22,667.8592186
2-Jun-22,689.7789334
4-Jun-22,703.1527582
7-Jun-22,764.547962
9-Jun-22,773.0971098
12-Jun-22,723.0857245
14-Jun-22,723.409304
17-Jun-22,687.2566234
18-Jun-22,422.7740651
19-Jun-22,411.2804562
22-Jun-22,348.8458413
24-Jun-22,387.8209626
27-Jun-22,168.9018896
29-Jun-22,235.3957075
4-Jul-22,502.4526382
7-Jul-22,359.3349901
9-Jul-22,553.7894101
14-Jul-22,459.4318807
17-Jul-22,446.2974943
19-Jul-22,373.9177345
20-Jul-22,319.3085235
22-Jul-22,548.8936066
24-Jul-22,525.976492
27-Jul-22,598.9748307
29-Jul-22,681.4922842
1-Aug-22,680.6826967
3-Aug-22,746.9785567
5-Aug-22,531.9533196
6-Aug-22,617.0971863
8-Aug-22,604.1210241
11-Aug-22,682.8493283
13-Aug-22,563.6555938
16-Aug-22,729.627776
18-Aug-22,684.4905163
21-Aug-22,719.2317605
28-Aug-22,842.2418457
30-Aug-22,810.0354874
31-Aug-22,1662.592382
2-Sep-22,735.304884
5-Sep-22,741.4321059
6-Sep-22,855.0825741
7-Sep-22,1379.726194
10-Sep-22,926.8794398
12-Sep-22,1557.370914
15-Sep-22,757.9918874
17-Sep-22,781.4547271
18-Sep-22,836.1519241
20-Sep-22,816.2263248
22-Sep-22,727.649598
25-Sep-22,702.5546135
27-Sep-22,734.6314509
30-Sep-22,710.1396543
1-Oct-22,766.7595904
2-Oct-22,717.9590136
5-Oct-22,696.6563366
7-Oct-22,680.6826967
8-Oct-22,699.8816559
10-Oct-22,745.9314369
12-Oct-22,663.7675398
15-Oct-22,325.6463274
17-Oct-22,294.6421495
20-Oct-22,354.5457742
22-Oct-22,408.1766843
24-Oct-22,416.4827618
25-Oct-22,440.8882105
27-Oct-22,384.8178137
30-Oct-22,316.6133714
